original_term_id	slim_term_id
OBI:2100265	OBI:0001977
OBI:0001303	OBI:0001977
OBI:1110171	OBI:0001977
OBI:0001845	OBI:0001977
OBI:0003096	OBI:0001977
OBI:2100360	OBI:0001977
OBI:1110167	OBI:0001977
OBI:0003227	OBI:0001977
OBI:0001609	OBI:0001977
OBI:2100394	OBI:0001977
OBI:2100278	OBI:0001977
OBI:0001658	OBI:0001977
OBI:2100077	OBI:0001977
OBI:2100288	OBI:0001977
OBI:0003191	OBI:0001977
OBI:0001797	OBI:0001977
OBI:0003027	OBI:0001977
OBI:0003018	OBI:0001977
OBI:2100076	OBI:0001977
OBI:0001821	OBI:0001977
OBI:0003170	OBI:0001977
OBI:2100038	OBI:0001977
OBI:0003166	OBI:0001977
OBI:0002187	OBI:0001977
OBI:0000669	OBI:0001977
OBI:2100393	OBI:0001977
OBI:2100006	OBI:0001977
OBI:0003026	OBI:0001977
OBI:0003123	OBI:0001977
OBI:0003161	OBI:0001977
OBI:0001589	OBI:0001977
OBI:0001844	OBI:0001977
OBI:2100104	OBI:0001977
OBI:0003017	OBI:0001977
OBI:0003187	OBI:0001977
OBI:2100063	OBI:0001977
OBI:0003228	OBI:0001977
OBI:2100365	OBI:0001977
OBI:0003164	OBI:0001977
OBI:0001805	OBI:0001977
OBI:0001466	OBI:0001977
OBI:0001745	OBI:0001977
OBI:2100392	OBI:0001977
OBI:0001842	OBI:0001977
OBI:0003122	OBI:0001977
OBI:0001206	OBI:0001977
OBI:0001817	OBI:0001977
OBI:2100346	OBI:0001977
OBI:0001833	OBI:0001977
OBI:0003230	OBI:0001977
OBI:0002966	OBI:0001977
OBI:0001770	OBI:0001977
OBI:0001977	OBI:0001977
OBI:0002952	OBI:0001977
OBI:0001824	OBI:0001977
OBI:2100330	OBI:0001977
OBI:0002946	OBI:0001977
OBI:2100337	OBI:0001977
OBI:0001771	OBI:0001977
OBI:2100396	OBI:0001977
OBI:2100100	OBI:0001977
OBI:0001822	OBI:0001977
OBI:2100391	OBI:0001977
OBI:0002949	OBI:0001977
